,date,renderedContent,tweetId,userId,replyCount,retweetCount,likeCount,quoteCount,media,retweetedTweet,quotedTweet,mentionedUsers,lang
0,2021-05-28 10:17:47+00:00,"@MapiArrojo no pongas el hashtag que apoyas a las ridículas esas;( 
#nctdiamond #btsdiamond 
si en nct su tendencia principal es nCtdisbAnd, ahora el bTsdisbAnd es el 2do más popular al buscar BTS, paremos esto, no sean idiotas;(",1398221959427616768,1398023433443811328,0,0,0,0,,,,"[{'_type': 'snscrape.modules.twitter.User', 'username': 'MapiArrojo', 'id': 2322766612, 'displayname': 'Mapi A. ⁷', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'url': 'https://twitter.com/MapiArrojo'}]",es
1,2021-05-28 09:55:08+00:00,"@mangooongo THAT fandom keep on dragging NCT, they even went to trend the # nctdisband here on twitter, like wtf?",1398216259875995651,1316653278097072128,0,0,0,0,,,,"[{'_type': 'snscrape.modules.twitter.User', 'username': 'mangooongo', 'id': 1325644509863051266, 'displayname': 'Mangooongo', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'url': 'https://twitter.com/mangooongo'}]",en
2,2021-05-28 09:50:23+00:00,#NCTDREAM #NCT2020 nct dream hot sauce comeback chenle highnote mark jaemin jeno jisung renjun haechan nsfw bts blackpink loona nctzen follow spree aot #nctdisband #btsdisband https://t.co/7tnXyQDeMw,1398215065010987011,1334459256947449856,0,0,0,0,"[{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1392468177691414528/pu/img/3FBBZdvyo70qZ8A7.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1392468177691414528/pu/vid/720x900/kUeqe2KfdjAknvam.mp4?tag=12', 'bitrate': 2176000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1392468177691414528/pu/vid/320x400/iaLop49YMhzVQVvQ.mp4?tag=12', 'bitrate': 632000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1392468177691414528/pu/pl/LEoGlYguXj3Abx9u.m3u8?tag=12', 'bitrate': None}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1392468177691414528/pu/vid/480x600/nbNFDXcIcBA-zAVJ.mp4?tag=12', 'bitrate': 950000}], 'duration': 14.867}]",,,,en
3,2021-05-28 09:50:00+00:00,#NCTDREAM #NCT2020 nct dream hot sauce comeback chenle highnote mark jaemin jeno jisung renjun haechan nsfw bts blackpink loona nctzen follow spree aot #nctdisband #btsdisband https://t.co/YzdhnnVrEZ,1398214968365903872,1334459256947449856,0,0,0,0,"[{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1371396843272245252/pu/img/nSA36vRDAFW0sqqe.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1371396843272245252/pu/vid/320x568/bh8Kn4ITdHWR-BLk.mp4?tag=12', 'bitrate': 632000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1371396843272245252/pu/vid/480x852/dbqbxHsYHbhHFdbv.mp4?tag=12', 'bitrate': 950000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1371396843272245252/pu/vid/720x1280/q4iw5TWA6KpGCnYl.mp4?tag=12', 'bitrate': 2176000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1371396843272245252/pu/pl/KeOnDTuhrN4pa1Gu.m3u8?tag=12', 'bitrate': None}], 'duration': 17.567}]",,,,en
4,2021-05-28 09:49:35+00:00,#NCTDREAM #NCT2020 nct dream hot sauce comeback chenle highnote mark jaemin jeno jisung renjun haechan nsfw bts blackpink loona nctzen follow spree aot #nctdisband #btsdisband https://t.co/zM8OOWDfiU,1398214862786813952,1334459256947449856,0,0,0,0,"[{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1392480095961423880/pu/img/JznabZ2wezTHvt_c.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1392480095961423880/pu/vid/320x568/YoUp8jF-m_vHTun0.mp4?tag=12', 'bitrate': 632000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1392480095961423880/pu/vid/480x852/vPleLXfxFkhWLjjY.mp4?tag=12', 'bitrate': 950000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1392480095961423880/pu/pl/5h3Lv9PYLkZLSowp.m3u8?tag=12&container=fmp4', 'bitrate': None}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1392480095961423880/pu/vid/720x1280/bhPjh8jbeiqVSUhy.mp4?tag=12', 'bitrate': 2176000}], 'duration': 24.9}]",,,,en
5,2021-05-28 09:24:02+00:00,Someone on my tl had said since #/nctdisband is trending there will be a nct 127 cb sooner than we expect and SHIT THEY WERE TRUE!😭 https://t.co/7v8cYscbXI,1398208433803780096,1365598843593625601,1,0,13,0,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/E2dvJjaVEAAMcTF?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/E2dvJjaVEAAMcTF?format=jpg&name=large'}, {'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/E2dvKEeVcAIHLCS?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/E2dvKEeVcAIHLCS?format=jpg&name=large'}]",,,,en
6,2021-05-28 09:18:48+00:00,nctdisband bitches  you all manifested the cb goo soon like wtf 😭😭😭😭😭,1398207115404009472,1319835606503936000,0,0,0,0,,,,,en
7,2021-05-28 09:17:07+00:00,I JUST STREAMED BITTERSWEET THEN THIS HASHTAG APPEARS ON MY TL. SCROLLED TO #nctdisband ONLY TO SEE NCTZENS BEING WHIPPED. SRSLY GUYS WHAT'S WRONG WITH YOU I ALMOST GOT A HEART ATTACK. THOUGHT I'M MISSING SUM' NEWS😭😭😭 LOL,1398206693620686848,1316582620289880064,0,0,0,0,,,,,en
8,2021-05-28 07:18:35+00:00,#nctdisband anyways look how cute jinsung is https://t.co/kyXujCjxcq,1398176864368164876,1327847532194455552,1,0,0,0,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/E2dSO6MUUAABW_E?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/E2dSO6MUUAABW_E?format=jpg&name=large'}]",,,,en
9,2021-05-28 06:46:21+00:00,"@makkosaki Que día tan aburrido, ojala #nctdisband",1398168749652512768,960591777882365961,0,0,0,0,,,,"[{'_type': 'snscrape.modules.twitter.User', 'username': 'makkosaki', 'id': 1377890930041163777, 'displayname': 'nct reyes', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'url': 'https://twitter.com/makkosaki'}]",es
10,2021-05-28 06:42:21+00:00,@tamaflopchi @Stigman__ @MonMonamaaKun Que dices? Que #nctdisband? Yo también deseo,1398167745125093387,960591777882365961,1,0,0,0,,,,"[{'_type': 'snscrape.modules.twitter.User', 'username': 'tamaflopchi', 'id': 1394545001917526017, 'displayname': 'btsfaggots', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'url': 'https://twitter.com/tamaflopchi'}, {'_type': 'snscrape.modules.twitter.User', 'username': 'Stigman__', 'id': 1360387850588598273, 'displayname': '❝ 𝐒𝑒𝒆𝑠𝑎𝐰 ♡︎ ❞', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'url': 'https://twitter.com/Stigman__'}, {'_type': 'snscrape.modules.twitter.User', 'username': 'MonMonamaaKun', 'id': 1348443722812432385, 'displayname': '𝔪𝔬𝔫𝔪𝔬𝔪 ˢᵗʳᵉᵃᵐ ʰᵒᵗ ˢᵃᵘᶜᵉ🌶️🔥🕴️', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'url': 'https://twitter.com/MonMonamaaKun'}]",es
11,2021-05-28 05:42:43+00:00,"Learn digital marketing steps today!
NIDM Trichy
Contact info: 8300635004 | nidmtrichy@gmail.com
#nidmtrichy #fridayThought #fridaymotivation #digitalmarketing #fridaymorning #GodMorningfriday #nctdisband #fridayvibes #UELfinal #CMAday #PetrolDieselPriceHike #MenstrualHygieneDay https://t.co/E4W6IOZwm0",1398152736953159681,1345258988808519680,1,2,1,0,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/E2c7yp7VoAAY2yw?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/E2c7yp7VoAAY2yw?format=jpg&name=large'}]",,,,en
